PFCD,ProcessNO,ChGrade,NoChGrade1,NoChGrade2,NoChGrade3,NoChGrade4,NoChGrade5,NoChGrade6,NoChGrade7,NoChGrade8,NoChGrade9,NoChGrade10
TA270159CE08,,,,,,,,,,,,
TA270159CE09,,,,,,,,,,,,
TA270159CE10,,,,,,,,,,,,
TA270159CE11,,,,,,,,,,,,
TA270159CE12,,,,,,,,,,,,
TA270159CE13,,,,,,,,,,,,
TA270159CE14,,,,,,,,,,,,
TA270159CE15,,,,,,,,,,,,
TA270159CE16,,,,,,,,,,,,
TA270159CE17,,,,,,,,,,,,
TA270159CE18,,,,,,,,,,,,
TA270159CB01,,,,,,,,,,,,
TA270159CB02,,,,,,,,,,,,
TA270159CB03,,,,,,,,,,,,
TA270159CB04,,,,,,,,,,,,
TA270159CB05,,,,,,,,,,,,
TA270159CB06,,,,,,,,,,,,
TA270159CB07,,,,,,,,,,,,
TA270159CB08,,,,,,,,,,,,
TA270159CB09,,,,,,,,,,,,
TA270159CB10,,,,,,,,,,,,
TA270159CB11,,,,,,,,,,,,
TA270159CB12,,,,,,,,,,,,
TA270159CB13,,,,,,,,,,,,
TA270159CB14,,,,,,,,,,,,
TA270159CB15,,,,,,,,,,,,
TA270159CB16,,,,,,,,,,,,
TA270159CB17,,,,,,,,,,,,
TA270159CB18,,,,,,,,,,,,
TA270189AL01,,,,,,,,,,,,
TA270189AL02,,,,,,,,,,,,
TA270189AL03,,,,,,,,,,,,
TA270189AL04,,,,,,,,,,,,
TA270189AL05,,,,,,,,,,,,
TA270189AL06,,,,,,,,,,,,
TA270189AL07,,,,,,,,,,,,
TA270189AL08,,,,,,,,,,,,
TA270189AL09,,,,,,,,,,,,
TA270189AL10,,,,,,,,,,,,
TA270189AL11,,,,,,,,,,,,
TA270189AL12,,,,,,,,,,,,
TA270189AL13,,,,,,,,,,,,
TA270189AL14,,,,,,,,,,,,
TA270189AL15,,,,,,,,,,,,
TA270189AL16,,,,,,,,,,,,
TA270189AL17,,,,,,,,,,,,
TA270189AL18,,,,,,,,,,,,
TA270188BZ01,,,,,,,,,,,,
TA270188BZ02,,,,,,,,,,,,
TA270188BZ03,,,,,,,,,,,,
TA270188BZ04,,,,,,,,,,,,
TA270188BZ05,,,,,,,,,,,,
TA270188BZ06,,,,,,,,,,,,
TA270188BZ07,,,,,,,,,,,,
TA270188BZ08,,,,,,,,,,,,
TA270188BZ09,,,,,,,,,,,,
TA270188BZ10,,,,,,,,,,,,
TA270188BZ11,,,,,,,,,,,,
TA270188BZ12,,,,,,,,,,,,
TA270188BZ13,,,,,,,,,,,,
TA270188BZ14,,,,,,,,,,,,
TA270188BZ15,,,,,,,,,,,,
TA270188BZ16,,,,,,,,,,,,
TA270188BZ17,,,,,,,,,,,,
TA270188BZ18,,,,,,,,,,,,
TA270159CF01,,,,,,,,,,,,
TA270159CF02,,,,,,,,,,,,
TA270159CF03,,,,,,,,,,,,
TA270159CF04,,,,,,,,,,,,
TA270159CF05,,,,,,,,,,,,
TA270159CF06,,,,,,,,,,,,
TA270159CF07,,,,,,,,,,,,
TA270159CF08,,,,,,,,,,,,
TA270159CF09,,,,,,,,,,,,
TA270159CF10,,,,,,,,,,,,
TA270159CF11,,,,,,,,,,,,
TA270159CF12,,,,,,,,,,,,
TA270159CF13,,,,,,,,,,,,
TA270159CF14,,,,,,,,,,,,
TA270159CF15,,,,,,,,,,,,
TA270159CF16,,,,,,,,,,,,
TA270159CF17,,,,,,,,,,,,
TA270159CF18,,,,,,,,,,,,
TA270202CD01,,,,,,,,,,,,
TA270202CD02,,,,,,,,,,,,
TA270202CD03,,,,,,,,,,,,
TA270202CD04,,,,,,,,,,,,
TA270202CD05,,,,,,,,,,,,
TA270202CD06,,,,,,,,,,,,
TA270202CD07,,,,,,,,,,,,
TA270202CD08,,,,,,,,,,,,
TA270202CD09,,,,,,,,,,,,
TA270202CD10,,,,,,,,,,,,
TA270202CD11,,,,,,,,,,,,
TA270202CD12,,,,,,,,,,,,
TA270202CD13,,,,,,,,,,,,
TA270202CD14,,,,,,,,,,,,
TA270202CD15,,,,,,,,,,,,
TA270202CD16,,,,,,,,,,,,
TA270202CD17,,,,,,,,,,,,
TA270202CD18,,,,,,,,,,,,
TA270159AZ01,,,,,,,,,,,,
TA270159AZ02,,,,,,,,,,,,
TA270159AZ03,,,,,,,,,,,,
TA270159AZ04,,,,,,,,,,,,
TA270159AZ05,,,,,,,,,,,,
TA270159AZ06,,,,,,,,,,,,
TA270159AZ07,,,,,,,,,,,,
TA270159AZ08,,,,,,,,,,,,
TA270159AZ09,,,,,,,,,,,,
TA270159AZ10,,,,,,,,,,,,
TA270159AZ11,,,,,,,,,,,,
TA270159AZ12,,,,,,,,,,,,
TA270159AZ13,,,,,,,,,,,,
TA270159AZ14,,,,,,,,,,,,
TA270159AZ15,,,,,,,,,,,,
TA270159AZ16,,,,,,,,,,,,
TA270159AZ17,,,,,,,,,,,,
TA270159AZ18,,,,,,,,,,,,
TA270198BD01,,,,,,,,,,,,
TA270198BD02,,,,,,,,,,,,
TA270198BD03,,,,,,,,,,,,
TA270198BD04,,,,,,,,,,,,
TA270198BD05,,,,,,,,,,,,
TA270198BD06,,,,,,,,,,,,
TA270198BD07,,,,,,,,,,,,
TA270198BD08,,,,,,,,,,,,
TA270198BD09,,,,,,,,,,,,
TA270198BD10,,,,,,,,,,,,
TA270198BD11,,,,,,,,,,,,
TA270198BD12,,,,,,,,,,,,
TA270198BD13,,,,,,,,,,,,
TA270198BD14,,,,,,,,,,,,
TA270198BD15,,,,,,,,,,,,
TA270198BD16,,,,,,,,,,,,
TA270198BD17,,,,,,,,,,,,
TA270198BD18,,,,,,,,,,,,
TA270198AT01,,,,,,,,,,,,
TA270198AT02,,,,,,,,,,,,
TA270198AT03,,,,,,,,,,,,
TA270198AT04,,,,,,,,,,,,
TA270198AT05,,,,,,,,,,,,
TA270198AT06,,,,,,,,,,,,
TA270198AT07,,,,,,,,,,,,
TA270198AT08,,,,,,,,,,,,
TA270198AT09,,,,,,,,,,,,
TA270198AT10,,,,,,,,,,,,
TA270198AT11,,,,,,,,,,,,
TA270198AT12,,,,,,,,,,,,
TA270198AT13,,,,,,,,,,,,
TA270198AT14,,,,,,,,,,,,
TA270198AT15,,,,,,,,,,,,
TA270198AT16,,,,,,,,,,,,
TA270198AT17,,,,,,,,,,,,
TA270198AT18,,,,,,,,,,,,
TA270190AM01,,,,,,,,,,,,
TA270190AM02,,,,,,,,,,,,
TA270190AM03,,,,,,,,,,,,
TA270190AM04,,,,,,,,,,,,
TA270190AM05,,,,,,,,,,,,
TA270190AM06,,,,,,,,,,,,
TA270190AM07,,,,,,,,,,,,
TA270190AM08,,,,,,,,,,,,
TA270190AM09,,,,,,,,,,,,
TA270190AM10,,,,,,,,,,,,
TA270190AM11,,,,,,,,,,,,
TA270190AM12,,,,,,,,,,,,
TA270190AM13,,,,,,,,,,,,
TA270190AM14,,,,,,,,,,,,
TA270190AM15,,,,,,,,,,,,
TA270190AM16,,,,,,,,,,,,
TA270190AM17,,,,,,,,,,,,
TA270190AM18,,,,,,,,,,,,
TA270202BP01,,,,,,,,,,,,
TA270202BP02,,,,,,,,,,,,
TA270202BP03,,,,,,,,,,,,
TA270202BP04,,,,,,,,,,,,
TA270202BP05,,,,,,,,,,,,
TA270202BP06,,,,,,,,,,,,
TA270202BP07,,,,,,,,,,,,
TA270202BP08,,,,,,,,,,,,
TA270202BP09,,,,,,,,,,,,
TA270202BP10,,,,,,,,,,,,
TA270202BP11,,,,,,,,,,,,
TA270202BP12,,,,,,,,,,,,
TA270202BP13,,,,,,,,,,,,
TA270202BP14,,,,,,,,,,,,
TA270202BP15,,,,,,,,,,,,
TA270202BP16,,,,,,,,,,,,
TA270202BP17,,,,,,,,,,,,
TA270202BP18,,,,,,,,,,,,
TA270166BL01,,,,,,,,,,,,
TA270166BF01,,,,,,,,,,,,
TA270166BA01,,,,,,,,,,,,
TA270166BG01,,,,,,,,,,,,
TA270166AX01,,,,,,,,,,,,
TA270166AV01,,,,,,,,,,,,
TA270166BV01,,,,,,,,,,,,
TA270166AU01,,,,,,,,,,,,
TA270166AW01,,,,,,,,,,,,
TA270166AT01,,,,,,,,,,,,
TA270166AM01,,,,,,,,,,,,
TA270166AQ01,,,,,,,,,,,,
TA270166AP01,,,,,,,,,,,,
TA270166BW01,,,,,,,,,,,,
TA270166BM01,,,,,,,,,,,,
TA270166BJ01,,,,,,,,,,,,
TA270166BQ01,,,,,,,,,,,,
TA270166BD01,,,,,,,,,,,,
TA270166BC01,,,,,,,,,,,,
TA270166AY01,,,,,,,,,,,,
TA270166BB01,,,,,,,,,,,,
TA270166AH01,,,,,,,,,,,,
TA270166AR01,,,,,,,,,,,,
TA270166AS01,,,,,,,,,,,,
TA270166AN01,,,,,,,,,,,,
TA270166AG01,,,,,,,,,,,,
TA270166AK01,,,,,,,,,,,,
TA270192AL01,,,,,,,,,,,,
TA270166AL01,,,,,,,,,,,,
TA270159AF01,,,,,,,,,,,,
TA270196AM01,,,,,,,,,,,,
TA270196AR01,,,,,,,,,,,,
TA270196AS01,,,,,,,,,,,,
TA270196AN01,,,,,,,,,,,,
TA270196BE01,,,,,,,,,,,,
TA270024AD01,,,,,,,,,,,,
TA270026AB01,,,,,,,,,,,,
TA270037AU01,,,,,,,,,,,,
TA270047AD01,,,,,,,,,,,,
TA260987AZ01,,,,,,,,,,,,
TA270024AH01,,,,,,,,,,,,
TA270084CE01,,,,,,,,,,,,
TA270084CG01,,,,,,,,,,,,
TA270084CA01,,,,,,,,,,,,
TA270084BP01,,,,,,,,,,,,
TA270202BK01,,,,,,,,,,,,
TA270202BB01,,,,,,,,,,,,
TA270202CE01,,,,,,,,,,,,
TA270202BV01,,,,,,,,,,,,
TA270187CG01,,,,,,,,,,,,
TA270198AG01,,,,,,,,,,,,
TA270198AL01,,,,,,,,,,,,
TA270198AQ01,,,,,,,,,,,,
TA270198AV01,,,,,,,,,,,,
TA270198BJ01,,,,,,,,,,,,
TA270198AZ01,,,,,,,,,,,,
TA270198BE01,,,,,,,,,,,,
TA270198BH01,,,,,,,,,,,,
TA270202AL01,,,,,,,,,,,,
TA270202AP01,,,,,,,,,,,,
TA270202AY01,,,,,,,,,,,,
TA270202AQ01,,,,,,,,,,,,
TA270202AW01,,,,,,,,,,,,
TA270202BD01,,,,,,,,,,,,
TA270170AA01,,,,,,,,,,,,
TA270170BE01,,,,,,,,,,,,
TA270170BG01,,,,,,,,,,,,
TA270170BC01,,,,,,,,,,,,
TA270170AV01,,,,,,,,,,,,
TA270170AW01,,,,,,,,,,,,
TA270170AS01,,,,,,,,,,,,
TA270170AZ01,,,,,,,,,,,,
TA270170AK01,,,,,,,,,,,,
TA270189AZ01,,,,,,,,,,,,
TA270189AQ01,,,,,,,,,,,,
TA270189AT01,,,,,,,,,,,,
TA270189AR01,,,,,,,,,,,,
TA270188BN01,,,,,,,,,,,,
TA270158AW01,,,,,,,,,,,,
TA270158BT01,,,,,,,,,,,,
TA270158AY01,,,,,,,,,,,,
TA270158BL01,,,,,,,,,,,,
TA270158BJ01,,,,,,,,,,,,
TA270158BC01,,,,,,,,,,,,
TA270158BM01,,,,,,,,,,,,
TA270158AR01,,,,,,,,,,,,
TA270158BA01,,,,,,,,,,,,
TA270158AE01,,,,,,,,,,,,
TA270161AS01,,,,,,,,,,,,
TA270161AV01,,,,,,,,,,,,
TA270161BT01,,,,,,,,,,,,
TA270161BL01,,,,,,,,,,,,
TA270161BJ01,,,,,,,,,,,,
TA270161BK01,,,,,,,,,,,,
TA270161BW01,,,,,,,,,,,,
TA270161BM01,,,,,,,,,,,,
TA270161BZ01,,,,,,,,,,,,
TA270161CD01,,,,,,,,,,,,
TA270161CG01,,,,,,,,,,,,
TA270161CF01,,,,,,,,,,,,
TA270161CH01,,,,,,,,,,,,
TA270161CE01,,,,,,,,,,,,
TA270161BV01,,,,,,,,,,,,
TA270202CF01,,,,,,,,,,,,
TA270170CB01,,,,,,,,,,,,
TA270170CE01,,,,,,,,,,,,
TA270170CA01,,,,,,,,,,,,
TA270170BR01,,,,,,,,,,,,
TA270170BY01,,,,,,,,,,,,
TA270170BJ01,,,,,,,,,,,,
TA270202CB01,,,,,,,,,,,,
TA270202BZ01,,,,,,,,,,,,
TA270202CH01,,,,,,,,,,,,
TA270170BP01,,,,,,,,,,,,
TA270170BK01,,,,,,,,,,,,
TA270170BH01,,,,,,,,,,,,
TA270170BS01,,,,,,,,,,,,
TA270170BW01,,,,,,,,,,,,
TA270170AY01,,,,,,,,,,,,
TA270170AJ01,,,,,,,,,,,,
TA270170AU01,,,,,,,,,,,,
TA270192AH01,,,,,,,,,,,,
TA270192AE01,,,,,,,,,,,,
TA270185BS01,,,,,,,,,,,,
TA270185BP01,,,,,,,,,,,,
TA270192AB01,,,,,,,,,,,,
TA270190AE01,,,,,,,,,,,,
TA270190AD01,,,,,,,,,,,,
TA270190AF01,,,,,,,,,,,,
TA270172AA01,,,,,,,,,,,,
TA270192AJ01,,,,,,,,,,,,
TA270190AA01,,,,,,,,,,,,
TA270190AN01,,,,,,,,,,,,
TA270188AF01,,,,,,,,,,,,
TA270188BT01,,,,,,,,,,,,
TA270188BV01,,,,,,,,,,,,
TA270188BF01,,,,,,,,,,,,
TA270188CC01,,,,,,,,,,,,
TA270188AC01,,,,,,,,,,,,
TA270188BQ01,,,,,,,,,,,,
TA270158BX01,,,,,,,,,,,,
TA270158BU01,,,,,,,,,,,,
TA270188BY01,,,,,,,,,,,,
TA270158BS01,,,,,,,,,,,,
TA270188AL01,,,,,,,,,,,,
TA270158BH01,,,,,,,,,,,,
TA270188BM01,,,,,,,,,,,,
TA270192AX01,,,,,,,,,,,,
TA270192BD01,,,,,,,,,,,,
TA270192BG01,,,,,,,,,,,,
TA270192BS01,,,,,,,,,,,,
TA270192BL01,,,,,,,,,,,,
TA270192AM01,,,,,,,,,,,,
TA270192AY01,,,,,,,,,,,,
TA270192AZ01,,,,,,,,,,,,
TA270192BK01,,,,,,,,,,,,
TA270192BF01,,,,,,,,,,,,
TA270192BH01,,,,,,,,,,,,
TA270192BV01,,,,,,,,,,,,
TA270192BN01,,,,,,,,,,,,
TA270170AM01,,,,,,,,,,,,
TA270192CD01,,,,,,,,,,,,
TA270084CB01,,,,,,,,,,,,
TA270050BM01,,,,,,,,,,,,
TA270050AR01,,,,,,,,,,,,
TA270050AX01,,,,,,,,,,,,
TA260926AY01,,,,,,,,,,,,
TA270063AA01,,,,,,,,,,,,
TA270050BE01,,,,,,,,,,,,
TA270091AF01,,,,,,,,,,,,
TA260871CF01,,,,,,,,,,,,
TA260871CC01,,,,,,,,,,,,
TA260871CG01,,,,,,,,,,,,
TA260871CD01,,,,,,,,,,,,
TA260871CH01,,,,,,,,,,,,
TA260871CA01,,,,,,,,,,,,
TA270156AD01,,,,,,,,,,,,
TA270156AC01,,,,,,,,,,,,
TA270160CG01,,,,,,,,,,,,
TA270160CF01,,,,,,,,,,,,
TA270160BV01,,,,,,,,,,,,
TA270160CC01,,,,,,,,,,,,
TA270160BG01,,,,,,,,,,,,
TA270160BT01,,,,,,,,,,,,
TA270160BM01,,,,,,,,,,,,
TA270160CD01,,,,,,,,,,,,
TA270160BF01,,,,,,,,,,,,
TA270160BB01,,,,,,,,,,,,
TA270160BE01,,,,,,,,,,,,
TA270160AN01,,,,,,,,,,,,
TA270160AF01,,,,,,,,,,,,
TA270160CB01,,,,,,,,,,,,
TA270160AU01,,,,,,,,,,,,
TA270160AW01,,,,,,,,,,,,
TA270160AD01,,,,,,,,,,,,
TA270160BP01,,,,,,,,,,,,
TA270160BJ01,,,,,,,,,,,,
TA270160BC01,,,,,,,,,,,,
TA270160BD01,,,,,,,,,,,,
TA270160AH01,,,,,,,,,,,,
TA270160AV01,,,,,,,,,,,,
TA270160AB01,,,,,,,,,,,,
TA270160AT01,,,,,,,,,,,,
TA270185CF01,,,,,,,,,,,,
TA270192BP01,,,,,,,,,,,,
TA270192AR01,,,,,,,,,,,,
TA270185BL01,,,,,,,,,,,,
TA270185BK01,,,,,,,,,,,,
TA270185CB01,,,,,,,,,,,,
TA270185BX01,,,,,,,,,,,,
TA270185BW01,,,,,,,,,,,,
TA270185CG01,,,,,,,,,,,,
TA270185BH01,,,,,,,,,,,,
TA270165BT01,,,,,,,,,,,,
TA270166AZ01,,,,,,,,,,,,
TA270166BE01,,,,,,,,,,,,
TA270165BM01,,,,,,,,,,,,
TA270185BZ01,,,,,,,,,,,,
TA270067BR01,,,,,,,,,,,,
TA270067AF01,,,,,,,,,,,,
TA270067AE01,,,,,,,,,,,,
TA270067AV01,,,,,,,,,,,,
TA270067AH01,,,,,,,,,,,,
TA270091BG01,,,,,,,,,,,,
TA270091AZ01,,,,,,,,,,,,
TA270091AX01,,,,,,,,,,,,
TA270091AT01,,,,,,,,,,,,
TA270091AM01,,,,,,,,,,,,
TA270091AH01,,,,,,,,,,,,
TA270067BW01,,,,,,,,,,,,
TA270067CH01,,,,,,,,,,,,
TA270067CF01,,,,,,,,,,,,
TA270067CE01,,,,,,,,,,,,
TA270067BT01,,,,,,,,,,,,
TA270067BS01,,,,,,,,,,,,
TA270067BP01,,,,,,,,,,,,
TA270067BY01,,,,,,,,,,,,
TA270067BJ01,,,,,,,,,,,,
TA270067BK01,,,,,,,,,,,,
TA270067BE01,,,,,,,,,,,,
TA270067BF01,,,,,,,,,,,,
TA270067BG01,,,,,,,,,,,,
TA270067BC01,,,,,,,,,,,,
TA270091AJ01,,,,,,,,,,,,
TA270067BA01,,,,,,,,,,,,
TA270091AE01,,,,,,,,,,,,
TA270067AY01,,,,,,,,,,,,
TA270067AT01,,,,,,,,,,,,
TA270091AN01,,,,,,,,,,,,
TA270067AU01,,,,,,,,,,,,
TA270067AL01,,,,,,,,,,,,
TA270067BL01,,,,,,,,,,,,
TA270091AC01,,,,,,,,,,,,
TA270067AM01,,,,,,,,,,,,
TA270067AK01,,,,,,,,,,,,
TA270067AG01,,,,,,,,,,,,
TA270091AL01,,,,,,,,,,,,
TA270091AL01,,,,,,,,,,,,
TA270067AC01,,,,,,,,,,,,
TA270067AJ01,,,,,,,,,,,,
TA270068CH01,,,,,,,,,,,,
TA270068CD01,,,,,,,,,,,,
TA260951BD01,,,,,,,,,,,,
TA270068CG01,,,,,,,,,,,,
TA270033CD01,,,,,,,,,,,,
TA270068CB01,,,,,,,,,,,,
TA270068BY01,,,,,,,,,,,,
TA270081BX01,,,,,,,,,,,,
TA270047AC01,,,,,,,,,,,,
TA270081AZ01,,,,,,,,,,,,
TA270081BN01,,,,,,,,,,,,
TA270050AE01,,,,,,,,,,,,
TA270050AA01,,,,,,,,,,,,
TA270050AF01,,,,,,,,,,,,
TA270050AM01,,,,,,,,,,,,
TA270050AG01,,,,,,,,,,,,
TA270050AJ01,,,,,,,,,,,,
TA270050BC01,,,,,,,,,,,,
TA270050BJ01,,,,,,,,,,,,
TA270050BH01,,,,,,,,,,,,
TA270050BB01,,,,,,,,,,,,
TA270050BR01,,,,,,,,,,,,
TA270050BY01,,,,,,,,,,,,
TA270050BX01,,,,,,,,,,,,
TA270050BN01,,,,,,,,,,,,
